train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
Tejas Express,22119,Vadodara Jn,Surat,35.7,35.7,Clear,Low,3.5,Wed,0,0.8
Tejas Express,22119,Kota Jn,Ratlam Jn,79.6,79.6,Clear,Medium,13.0,Mon,6,15.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,119.8,119.8,Clear,High,14.3,Sun,18,30.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,144.7,144.7,Clear,High,13.9,Sun,22,28.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,42.8,42.8,Fog,Medium,19.6,Mon,10,36.5
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,138.6,138.6,Clear,Medium,14.8,Sat,0,17.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,100.1,100.1,Rain,Low,14.8,Fri,2,18.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,68.7,68.7,Clear,Low,4.1,Sat,19,0.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,37.5,37.5,Clear,Medium,0.8,Thu,20,13.3
Shatabdi Express,12009,New Delhi,Kota Jn,49.8,49.8,Fog,Low,4.1,Sat,7,12.6
August Kranti Rajdhani,12953,Surat,Mumbai Central,133.5,133.5,Clear,Low,12.6,Thu,2,1.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,102.5,102.5,Clear,Low,1.8,Sun,6,1.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,30.2,30.2,Fog,Low,14.4,Tue,19,19.6
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,57.1,57.1,Clear,Medium,5.4,Mon,11,15.5
Tejas Express,22119,Vadodara Jn,Surat,41.8,41.8,Clear,Medium,14.7,Sun,15,20.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,75.6,75.6,Clear,High,6.0,Fri,23,23.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,69.5,69.5,Clear,Low,11.2,Wed,4,5.4
Tejas Express,22119,Kota Jn,Ratlam Jn,40.1,40.1,Clear,Low,10.0,Thu,12,7.3
Tejas Express,22119,Vadodara Jn,Surat,146.2,146.2,Clear,Low,12.8,Thu,1,7.3
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,141.2,141.2,Clear,Medium,19.1,Sun,23,22.2
Shatabdi Express,12009,Surat,Mumbai Central,112.2,112.2,Fog,Low,1.2,Thu,23,14.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,82.1,82.1,Rain,Low,14.1,Sat,20,10.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,98.7,98.7,Rain,Low,4.9,Sat,5,11.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,120.2,120.2,Fog,High,8.0,Mon,16,39.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,41.6,41.6,Clear,Medium,10.0,Thu,18,15.3
Shatabdi Express,12009,Vadodara Jn,Surat,117.8,117.8,Rain,High,2.2,Sun,11,29.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,117.3,117.3,Rain,Low,6.2,Sun,15,16.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,29.1,29.1,Fog,Medium,13.1,Tue,5,33.9
Shatabdi Express,12009,Kota Jn,Ratlam Jn,111.5,111.5,Clear,Low,19.0,Sun,6,9.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,27.7,27.7,Clear,Medium,5.2,Thu,14,16.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,30.4,30.4,Clear,Low,1.3,Tue,15,0.0
Tejas Express,22119,New Delhi,Kota Jn,21.2,21.2,Clear,High,13.3,Mon,3,29.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,122.9,122.9,Clear,Medium,19.2,Thu,15,17.3
Shatabdi Express,12009,Surat,Mumbai Central,75.8,75.8,Clear,High,20.0,Wed,21,33.2
Tejas Express,22119,Vadodara Jn,Surat,99.4,99.4,Heavy Rain,High,16.1,Sun,22,48.0
Tejas Express,22119,Kota Jn,Ratlam Jn,23.3,23.3,Clear,Medium,19.0,Tue,11,22.0
Tejas Express,22119,Surat,Mumbai Central,109.2,109.2,Rain,Medium,13.2,Sat,10,19.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,133.5,133.5,Heavy Rain,Medium,13.6,Thu,12,39.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,75.6,75.6,Rain,High,19.7,Mon,23,41.5
Tejas Express,22119,Ratlam Jn,Vadodara Jn,98.9,98.9,Fog,High,17.5,Sat,16,46.5
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,84.7,84.7,Clear,Medium,19.9,Thu,5,24.9
Tejas Express,22119,New Delhi,Kota Jn,82.7,82.7,Clear,Low,3.4,Sat,2,6.1
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,149.1,149.1,Clear,High,6.5,Wed,7,22.1
Shatabdi Express,12009,Vadodara Jn,Surat,143.7,143.7,Fog,Medium,18.5,Thu,2,35.5
Shatabdi Express,12009,Kota Jn,Ratlam Jn,141.1,141.1,Fog,Medium,12.9,Sat,23,30.2
Tejas Express,22119,Surat,Mumbai Central,145.6,145.6,Clear,Low,5.2,Mon,2,0.5
Shatabdi Express,12009,Surat,Mumbai Central,141.8,141.8,Fog,Low,7.4,Thu,18,22.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,28.0,28.0,Clear,Medium,19.6,Wed,21,18.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,106.3,106.3,Clear,Low,0.2,Wed,4,3.6
Shatabdi Express,12009,Kota Jn,Ratlam Jn,85.0,85.0,Clear,Medium,2.9,Sun,22,13.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,61.6,61.6,Clear,Medium,5.5,Fri,15,16.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,57.9,57.9,Heavy Rain,Low,16.2,Sat,6,29.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,140.0,140.0,Fog,High,14.5,Sun,21,40.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,91.2,91.2,Clear,Medium,19.8,Thu,2,22.5
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,110.5,110.5,Clear,High,7.9,Sun,18,20.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,79.5,79.5,Clear,Low,13.9,Tue,6,4.8
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,115.6,115.6,Clear,Medium,11.5,Sun,4,17.6
Tejas Express,22119,Vadodara Jn,Surat,108.3,108.3,Clear,Low,7.1,Mon,3,3.2
Shatabdi Express,12009,Surat,Mumbai Central,76.4,76.4,Clear,Medium,4.9,Thu,15,8.6
Shatabdi Express,12009,Surat,Mumbai Central,144.1,144.1,Fog,Low,13.8,Sat,2,24.9
Tejas Express,22119,Vadodara Jn,Surat,55.8,55.8,Fog,Low,2.4,Thu,20,12.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,96.3,96.3,Heavy Rain,Low,13.9,Fri,5,27.9
Tejas Express,22119,Vadodara Jn,Surat,150.0,150.0,Fog,Low,2.5,Sat,17,14.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,125.7,125.7,Clear,Medium,10.7,Thu,2,18.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,145.5,145.5,Rain,Low,12.0,Fri,14,10.8
Shatabdi Express,12009,New Delhi,Kota Jn,25.1,25.1,Clear,Medium,1.8,Sun,1,8.5
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,85.8,85.8,Clear,Medium,8.5,Mon,7,18.8
Shatabdi Express,12009,New Delhi,Kota Jn,143.0,143.0,Clear,Medium,13.2,Fri,15,16.0
Shatabdi Express,12009,Surat,Mumbai Central,138.4,138.4,Heavy Rain,Medium,10.2,Sat,1,42.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,44.4,44.4,Clear,Medium,19.1,Tue,18,20.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,36.7,36.7,Fog,Low,5.1,Tue,12,16.4
Tejas Express,22119,New Delhi,Kota Jn,142.8,142.8,Fog,High,2.9,Sat,23,33.5
Shatabdi Express,12009,Kota Jn,Ratlam Jn,112.9,112.9,Clear,Medium,10.2,Sun,4,11.7
Shatabdi Express,12009,Vadodara Jn,Surat,69.3,69.3,Heavy Rain,Low,5.4,Sat,17,28.0
Tejas Express,22119,New Delhi,Kota Jn,62.8,62.8,Clear,High,15.6,Sun,7,24.3
Shatabdi Express,12009,New Delhi,Kota Jn,32.7,32.7,Heavy Rain,Low,19.0,Mon,5,37.3
Shatabdi Express,12009,Surat,Mumbai Central,126.8,126.8,Clear,Medium,14.0,Fri,8,20.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,42.2,42.2,Rain,Low,6.9,Sun,17,13.8
Tejas Express,22119,Vadodara Jn,Surat,97.0,97.0,Clear,Medium,14.3,Tue,12,18.8
Shatabdi Express,12009,New Delhi,Kota Jn,139.4,139.4,Fog,Low,15.6,Thu,22,24.6
Tejas Express,22119,Kota Jn,Ratlam Jn,77.1,77.1,Clear,Low,5.7,Fri,22,7.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,102.6,102.6,Clear,Low,15.4,Sat,2,11.2
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,142.8,142.8,Clear,Low,14.9,Thu,0,8.0
Tejas Express,22119,Surat,Mumbai Central,141.2,141.2,Clear,Low,13.7,Fri,22,8.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,21.8,21.8,Clear,Medium,0.1,Fri,23,9.2
Shatabdi Express,12009,Kota Jn,Ratlam Jn,149.2,149.2,Fog,High,20.0,Sat,19,49.4
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,78.3,78.3,Clear,High,15.3,Tue,2,31.6
Shatabdi Express,12009,Kota Jn,Ratlam Jn,86.8,86.8,Heavy Rain,Low,7.6,Mon,10,27.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,130.6,130.6,Rain,Low,9.7,Mon,23,10.4
Tejas Express,22119,Kota Jn,Ratlam Jn,140.0,140.0,Rain,High,10.3,Thu,19,37.0
Tejas Express,22119,New Delhi,Kota Jn,66.2,66.2,Fog,Low,7.1,Sat,5,13.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,21.2,21.2,Clear,Low,10.6,Thu,3,9.3
Tejas Express,22119,New Delhi,Kota Jn,40.2,40.2,Fog,Low,7.9,Thu,5,16.9
Shatabdi Express,12009,New Delhi,Kota Jn,148.6,148.6,Fog,Low,2.8,Mon,11,18.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,44.6,44.6,Clear,Low,14.9,Tue,21,11.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,144.8,144.8,Heavy Rain,Low,9.8,Sat,22,29.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,117.6,117.6,Fog,Low,14.5,Sun,12,24.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,144.5,144.5,Fog,Low,6.9,Sat,7,13.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,75.9,75.9,Clear,Low,9.6,Mon,13,2.6
August Kranti Rajdhani,12953,Surat,Mumbai Central,39.8,39.8,Clear,Low,15.3,Sat,7,11.2
Tejas Express,22119,Kota Jn,Ratlam Jn,81.6,81.6,Fog,Low,14.6,Tue,18,23.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,35.7,35.7,Clear,Low,3.8,Mon,19,0.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,132.4,132.4,Clear,Medium,14.0,Tue,10,21.8
Tejas Express,22119,Vadodara Jn,Surat,28.0,28.0,Clear,Low,2.2,Wed,22,0.0
Tejas Express,22119,Kota Jn,Ratlam Jn,61.6,61.6,Clear,Low,1.0,Tue,9,2.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,138.1,138.1,Clear,Low,19.0,Wed,3,8.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,108.8,108.8,Fog,Low,7.2,Sat,18,21.7
Shatabdi Express,12009,Kota Jn,Ratlam Jn,104.5,104.5,Clear,Low,17.7,Sat,19,5.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,96.3,96.3,Rain,Medium,3.8,Mon,2,21.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,114.3,114.3,Heavy Rain,Low,14.4,Tue,13,27.6
Shatabdi Express,12009,Surat,Mumbai Central,146.8,146.8,Rain,Low,14.3,Mon,15,19.2
Tejas Express,22119,Surat,Mumbai Central,141.1,141.1,Clear,Low,12.0,Tue,9,8.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,27.9,27.9,Heavy Rain,Low,16.3,Fri,16,33.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,76.9,76.9,Clear,Medium,7.8,Tue,5,15.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,94.3,94.3,Clear,Low,18.6,Fri,22,9.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,130.8,130.8,Clear,Low,2.4,Fri,7,0.0
Shatabdi Express,12009,New Delhi,Kota Jn,103.1,103.1,Rain,Low,2.7,Mon,20,13.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,89.5,89.5,Clear,Low,12.1,Mon,22,4.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,73.1,73.1,Fog,Low,1.1,Sun,11,18.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,43.0,43.0,Heavy Rain,Medium,19.6,Sun,18,47.6
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,142.9,142.9,Clear,Medium,12.1,Thu,7,13.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,46.5,46.5,Fog,High,7.9,Sat,23,38.5
Tejas Express,22119,Ratlam Jn,Vadodara Jn,39.3,39.3,Clear,Low,9.2,Tue,6,7.8
Tejas Express,22119,Kota Jn,Ratlam Jn,104.2,104.2,Clear,Low,3.6,Fri,6,0.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,29.4,29.4,Clear,High,19.4,Fri,4,25.7
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,33.0,33.0,Clear,Low,0.3,Mon,4,3.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,54.8,54.8,Rain,Medium,15.8,Sun,3,21.0
Shatabdi Express,12009,New Delhi,Kota Jn,46.3,46.3,Clear,Medium,8.9,Wed,15,11.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,27.3,27.3,Fog,Medium,2.5,Mon,17,29.4
Shatabdi Express,12009,New Delhi,Kota Jn,86.5,86.5,Rain,Low,18.2,Thu,12,12.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,105.2,105.2,Clear,High,7.7,Sun,3,27.7
Tejas Express,22119,Kota Jn,Ratlam Jn,148.8,148.8,Clear,High,5.6,Wed,3,18.6
Shatabdi Express,12009,New Delhi,Kota Jn,136.4,136.4,Fog,Low,10.6,Sat,13,21.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,101.2,101.2,Clear,High,5.4,Wed,8,22.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,132.0,132.0,Heavy Rain,Medium,2.9,Thu,23,33.0
Tejas Express,22119,New Delhi,Kota Jn,34.7,34.7,Clear,Medium,2.9,Tue,5,9.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,61.5,61.5,Clear,Medium,8.3,Wed,4,17.1
August Kranti Rajdhani,12953,Vadodara Jn,Surat,74.4,74.4,Clear,Medium,10.6,Thu,2,18.5
Tejas Express,22119,Surat,Mumbai Central,95.1,95.1,Fog,Medium,14.1,Mon,6,29.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,92.6,92.6,Heavy Rain,High,1.2,Sun,4,44.1
Shatabdi Express,12009,Vadodara Jn,Surat,38.7,38.7,Rain,High,18.3,Sun,7,34.5
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,35.2,35.2,Fog,Low,14.7,Thu,11,24.4
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,106.2,106.2,Clear,Medium,17.4,Wed,4,14.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,30.0,30.0,Clear,Medium,3.0,Sat,4,8.3
Shatabdi Express,12009,Vadodara Jn,Surat,73.5,73.5,Clear,Medium,13.9,Tue,1,14.8
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,117.6,117.6,Clear,Low,16.7,Thu,17,10.2
Shatabdi Express,12009,Surat,Mumbai Central,85.2,85.2,Fog,Low,3.1,Fri,12,21.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,72.1,72.1,Clear,Low,16.5,Fri,2,13.1
Tejas Express,22119,Vadodara Jn,Surat,60.7,60.7,Fog,Medium,3.3,Sat,13,29.6
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,34.1,34.1,Clear,Medium,16.9,Wed,5,13.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,47.5,47.5,Clear,High,3.8,Mon,7,18.9
Shatabdi Express,12009,New Delhi,Kota Jn,147.0,147.0,Clear,Medium,15.8,Wed,2,13.4
Shatabdi Express,12009,New Delhi,Kota Jn,147.5,147.5,Fog,High,10.0,Thu,23,38.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,111.3,111.3,Clear,Low,14.8,Sun,4,3.4
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,123.5,123.5,Clear,High,0.7,Sat,14,17.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,143.9,143.9,Clear,Low,13.6,Sat,5,3.2
Shatabdi Express,12009,Vadodara Jn,Surat,122.1,122.1,Clear,Low,17.1,Sat,21,7.9
Tejas Express,22119,Kota Jn,Ratlam Jn,47.1,47.1,Fog,Low,3.0,Thu,3,17.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,119.6,119.6,Clear,High,15.9,Thu,3,31.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,42.1,42.1,Clear,Low,11.5,Mon,5,4.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,148.2,148.2,Heavy Rain,Medium,8.8,Mon,18,43.6
Tejas Express,22119,New Delhi,Kota Jn,67.3,67.3,Clear,Low,12.4,Thu,11,8.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,30.9,30.9,Clear,Low,17.5,Mon,19,13.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,111.0,111.0,Clear,Low,2.1,Fri,12,0.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,70.5,70.5,Clear,Low,9.3,Sun,14,6.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,43.4,43.4,Clear,High,7.9,Thu,10,23.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,64.5,64.5,Fog,Low,14.8,Thu,1,18.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,38.9,38.9,Clear,Medium,19.8,Mon,11,22.6
Tejas Express,22119,Vadodara Jn,Surat,47.7,47.7,Clear,Low,15.2,Wed,20,6.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,38.4,38.4,Clear,Low,17.5,Thu,16,8.2
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,43.9,43.9,Clear,High,8.6,Wed,5,28.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,142.5,142.5,Clear,Medium,15.7,Thu,11,22.6
Tejas Express,22119,New Delhi,Kota Jn,92.9,92.9,Rain,Low,14.5,Tue,10,16.1
Shatabdi Express,12009,New Delhi,Kota Jn,39.6,39.6,Clear,Low,17.3,Sat,13,4.8
Shatabdi Express,12009,Surat,Mumbai Central,113.9,113.9,Heavy Rain,High,17.1,Sat,18,54.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,48.4,48.4,Heavy Rain,Low,10.9,Thu,6,27.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,143.8,143.8,Heavy Rain,Medium,0.3,Mon,9,38.2
Shatabdi Express,12009,Surat,Mumbai Central,126.5,126.5,Clear,Low,20.0,Wed,11,9.1
Tejas Express,22119,Surat,Mumbai Central,146.6,146.6,Clear,High,9.2,Fri,19,23.3
August Kranti Rajdhani,12953,Surat,Mumbai Central,76.7,76.7,Clear,Medium,13.6,Sat,19,18.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,124.8,124.8,Clear,Medium,12.3,Thu,23,15.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,85.4,85.4,Rain,Medium,17.0,Sun,14,23.6
Tejas Express,22119,New Delhi,Kota Jn,45.4,45.4,Clear,Low,19.4,Thu,20,13.8
Tejas Express,22119,New Delhi,Kota Jn,142.2,142.2,Fog,Medium,5.4,Wed,13,29.3
August Kranti Rajdhani,12953,New Delhi,Kota Jn,137.0,137.0,Clear,Low,3.1,Sun,16,0.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,42.2,42.2,Clear,Low,11.1,Fri,20,4.4
Tejas Express,22119,New Delhi,Kota Jn,124.2,124.2,Clear,Low,12.7,Tue,12,11.1
Shatabdi Express,12009,Surat,Mumbai Central,40.6,40.6,Clear,Medium,2.5,Fri,12,7.5
Shatabdi Express,12009,Surat,Mumbai Central,40.7,40.7,Clear,Low,0.5,Sun,18,0.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,100.4,100.4,Clear,High,11.4,Sat,4,21.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,44.3,44.3,Fog,Low,3.9,Sat,12,20.3
Shatabdi Express,12009,New Delhi,Kota Jn,55.7,55.7,Rain,Medium,12.8,Mon,3,25.2
Tejas Express,22119,Surat,Mumbai Central,35.9,35.9,Clear,Low,3.6,Sun,11,0.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,33.1,33.1,Fog,Low,9.7,Tue,21,21.2
Tejas Express,22119,Vadodara Jn,Surat,135.7,135.7,Fog,Low,3.2,Tue,21,14.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,146.9,146.9,Heavy Rain,Low,12.3,Tue,16,31.6
Shatabdi Express,12009,New Delhi,Kota Jn,45.1,45.1,Clear,Low,10.2,Sun,11,1.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,23.8,23.8,Clear,Low,13.8,Wed,15,3.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,65.3,65.3,Clear,Low,14.9,Fri,12,7.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,42.5,42.5,Fog,High,5.6,Fri,18,36.7
Shatabdi Express,12009,Kota Jn,Ratlam Jn,123.2,123.2,Heavy Rain,Low,17.7,Sat,8,33.1
Shatabdi Express,12009,Surat,Mumbai Central,34.0,34.0,Clear,Low,7.1,Sun,2,7.5
Tejas Express,22119,Kota Jn,Ratlam Jn,135.6,135.6,Heavy Rain,Low,8.2,Sat,16,30.1
Shatabdi Express,12009,Vadodara Jn,Surat,23.9,23.9,Clear,Low,15.8,Mon,6,6.5
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,38.9,38.9,Clear,Low,13.8,Tue,14,9.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,93.0,93.0,Clear,Medium,10.5,Wed,22,11.2
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,136.0,136.0,Clear,Medium,6.4,Tue,1,11.4
Tejas Express,22119,Vadodara Jn,Surat,26.1,26.1,Clear,Low,9.1,Fri,12,5.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,22.8,22.8,Clear,Medium,11.5,Thu,9,10.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,24.8,24.8,Clear,Medium,6.7,Thu,3,8.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,55.7,55.7,Fog,Low,11.1,Fri,1,18.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,110.5,110.5,Clear,Medium,19.3,Wed,19,15.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,49.1,49.1,Rain,Low,19.9,Sat,13,21.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,31.4,31.4,Fog,Medium,16.3,Mon,22,33.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,134.8,134.8,Clear,Low,6.1,Sat,19,0.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,110.8,110.8,Rain,Medium,2.4,Tue,18,17.4
Tejas Express,22119,Vadodara Jn,Surat,106.9,106.9,Clear,Low,9.6,Wed,10,4.7
Tejas Express,22119,Kota Jn,Ratlam Jn,31.9,31.9,Fog,Medium,7.1,Tue,21,31.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,29.8,29.8,Clear,Low,13.4,Thu,6,6.4
Tejas Express,22119,New Delhi,Kota Jn,64.3,64.3,Rain,Medium,10.3,Wed,22,21.2
Tejas Express,22119,Kota Jn,Ratlam Jn,130.2,130.2,Clear,Low,18.3,Thu,19,8.1
August Kranti Rajdhani,12953,Vadodara Jn,Surat,44.4,44.4,Clear,Low,6.1,Sat,3,6.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,133.9,133.9,Fog,Low,17.9,Mon,15,20.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,54.5,54.5,Rain,Low,8.6,Fri,13,8.8
Shatabdi Express,12009,New Delhi,Kota Jn,77.4,77.4,Clear,Low,7.7,Tue,9,8.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,43.0,43.0,Clear,Medium,10.4,Mon,20,11.3
August Kranti Rajdhani,12953,New Delhi,Kota Jn,48.5,48.5,Clear,Low,5.3,Mon,8,0.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,110.9,110.9,Clear,Low,4.4,Sat,8,5.4
Tejas Express,22119,Kota Jn,Ratlam Jn,42.2,42.2,Clear,Medium,14.1,Mon,3,15.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,138.0,138.0,Fog,Medium,17.1,Tue,10,35.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,44.4,44.4,Rain,Low,0.3,Wed,0,7.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,134.6,134.6,Clear,Medium,0.2,Thu,18,8.6
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,133.5,133.5,Clear,Low,0.3,Wed,7,1.9
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,120.8,120.8,Clear,Medium,6.7,Wed,17,13.2
Shatabdi Express,12009,Vadodara Jn,Surat,53.0,53.0,Clear,Medium,6.0,Fri,21,11.3
Tejas Express,22119,New Delhi,Kota Jn,55.1,55.1,Clear,Medium,3.0,Tue,21,10.6
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,84.7,84.7,Clear,Medium,19.5,Sat,2,18.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,103.0,103.0,Heavy Rain,High,13.6,Thu,16,55.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,138.3,138.3,Clear,Low,11.8,Wed,9,10.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,95.3,95.3,Fog,Medium,2.5,Fri,11,29.2
Shatabdi Express,12009,New Delhi,Kota Jn,146.0,146.0,Clear,Medium,9.3,Wed,19,11.2
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,83.3,83.3,Clear,Low,9.1,Sun,18,1.8
